filename,combined_score,text_similarity,skill_score,experience_score,education_score,experience_years,skills_found
24580361.pdf,0.39950327301327804,0.061258182533195114,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
98559931.pdf,0.3990322475598583,0.06008061889964567,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
14508237.pdf,0.39892183205575693,0.059804580139392285,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
27330027.pdf,0.3988013006489557,0.1845032516223892,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
29399491.pdf,0.39876677125613824,0.05941692814034562,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
24773845.pdf,0.39865384519647223,0.05913461299118061,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
42427521.pdf,0.39859453948427553,0.0589863487106889,1.0,0.0,0.75,0,"{'programming': ['c++', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
28670024.pdf,0.39845598730523063,0.05863996826307651,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'teamwork', 'problem-solving', 'analytical']}"
31273310.pdf,0.3984297304747845,0.05857432618696134,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
37560528.pdf,0.39826491334260733,0.05816228335651838,0.8333333333333334,0.25,0.75,2,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
17555081.pdf,0.39822470839237856,0.1830617709809464,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
32636041.pdf,0.3981873093449063,0.057968273362265725,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
10235211.pdf,0.39809487093627544,0.05773717734068863,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
58879993.pdf,0.39809306530662375,0.05773266326655933,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'analytical']}"
27936502.pdf,0.3980264782166014,0.05756619554150352,0.6666666666666666,0.5,0.75,4,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
87520378.pdf,0.3977953092995442,0.05698827324886057,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'analytical']}"
13405733.pdf,0.39777107391637817,0.18192768479094545,0.8333333333333334,0.0,0.75,0,"{'programming': ['python', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql', 'oracle'], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'creative']}"
17704246.pdf,0.3977381494281164,0.11934537357029103,0.8333333333333334,0.125,0.75,1,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'teamwork', 'creative']}"
11333660.pdf,0.397663977641626,0.11915994410406501,0.8333333333333334,0.0,1.0,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'analytical']}"
24553863.pdf,0.39742243883469747,0.1810560970867436,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
15699744.pdf,0.39656864927919994,0.0539216231979999,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
23302948.pdf,0.3965079151281683,0.11626978782042076,0.8333333333333334,0.0,1.0,0,"{'programming': ['c++', 'go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'analytical']}"
29051656.pdf,0.3963970490028309,0.05349262250707724,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql', 'mysql', 'oracle'], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical']}"
63083944.pdf,0.39628368783466505,0.1782092195866626,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
19072267.pdf,0.3962027471638777,0.11550686790969418,0.8333333333333334,0.0,1.0,0,"{'programming': ['go'], 'web_development': ['html', 'vue'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
24230851.pdf,0.3960980915752009,0.05274522893800221,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
14064815.pdf,0.39592868432685174,0.05232171081712929,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
21912637.pdf,0.39580576415120755,0.17701441037801877,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
13764840.pdf,0.394755080044316,0.049387700110789946,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
52252936.pdf,0.394621181646587,0.049052954116467505,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
12826414.pdf,0.39395862415160005,0.1723965603790001,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
23631724.pdf,0.3935488291674885,0.04637207291872135,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
28290448.pdf,0.3935090965122958,0.046272741280739514,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'analytical']}"
21669215.pdf,0.39347969113963766,0.04619922784909419,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
99033098.pdf,0.3933225934594269,0.045806483648567216,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical', 'creative']}"
11163645.pdf,0.39323926624336863,0.045598165608421636,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
81677620.pdf,0.39322913362735945,0.17057283406839854,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['analytical']}"
75435017.pdf,0.3930313296253603,0.04507832406340079,0.3333333333333333,1.0,0.75,13,"{'programming': ['scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
26691587.pdf,0.3928675161795637,0.04466879044890935,1.0,0.0,0.75,0,"{'programming': ['go', 'rust', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
26586477.pdf,0.3926353398531983,0.044088349632995745,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'analytical']}"
14128006.pdf,0.39226421669403344,0.04316054173508355,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
28063132.pdf,0.39195867431843423,0.042396685796085555,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
63989974.pdf,0.3918961430311929,0.0422403575779822,0.3333333333333333,1.0,0.75,13,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
13348915.pdf,0.3917280838351788,0.041820209587947,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
28758002.pdf,0.3917050508031616,0.16676262700790392,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
28831378.pdf,0.3916302404129719,0.04157560103242977,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
74552449.pdf,0.39134423911211186,0.04086059778027967,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
15721849.pdf,0.3911822712923185,0.16545567823079607,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
10876132.pdf,0.3910243511750158,0.04006087793753961,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
54934269.pdf,0.3907027362777579,0.039256840694394814,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
27126818.pdf,0.39039061609143466,0.10097654022858671,0.8333333333333334,0.0,1.0,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
48037995.pdf,0.3903817146716592,0.03845428667914801,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
49475708.pdf,0.3902044422842372,0.0380111057105929,0.6666666666666666,0.5,0.75,4,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
10265057.pdf,0.39010295575375925,0.16275738938439807,0.8333333333333334,0.0,0.75,0,"{'programming': ['python', 'java', 'c++', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication']}"
17432318.pdf,0.39000085978107685,0.03750214945269208,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
29415426.pdf,0.38980280054353283,0.037007001358832094,0.3333333333333333,1.0,0.75,10,"{'programming': ['scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
19818707.pdf,0.3897272226200019,0.16181805655000478,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
10332998.pdf,0.3894601731173966,0.0361504327934915,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical']}"
38216888.pdf,0.3893793801835574,0.0359484504588934,0.6666666666666666,0.5,0.75,4,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
18365443.pdf,0.38918545133196886,0.16046362832992214,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
14224370.pdf,0.3890789092645465,0.0351972731613663,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
31929166.pdf,0.38887560201123367,0.03468900502808419,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork', 'problem-solving', 'analytical', 'creative']}"
12071138.pdf,0.3888616745682942,0.15965418642073542,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
24854026.pdf,0.38882727016244695,0.15956817540611734,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql', 'oracle'], 'cloud': [], 'soft_skills': ['analytical']}"
17570634.pdf,0.3886381356993477,0.1590953392483692,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
29075857.pdf,0.3883053542921404,0.15826338573035098,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql', 'oracle'], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
30397268.pdf,0.3881889855279952,0.15797246381998792,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'teamwork']}"
22890839.pdf,0.387978169334762,0.032445423336904845,0.6666666666666666,0.5,0.75,4,"{'programming': ['python', 'go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
20148147.pdf,0.3878992573203547,0.03224814330088676,0.8333333333333334,0.25,0.75,2,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
16474898.pdf,0.38742942403314423,0.03107356008286064,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
69181350.pdf,0.38728093373190936,0.1557023343297733,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
95382114.pdf,0.3871890987523317,0.15547274688082927,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'teamwork', 'analytical']}"
